Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
237,20,65,8773,7,5,2004,2004,98,1414,1414,2,0,3,1,6,0,2004,2,494,132,105,5,2010,185500
238,60,NA,9453,7,7,1993,2003,0,996,1744,2,1,3,1,7,0,1993,2,457,370,70,2,2010,194500
239,20,93,12030,8,5,2007,2007,254,1694,1694,2,0,3,1,7,0,2007,3,818,168,228,12,2007,318000
240,50,52,8741,6,4,1945,1950,0,735,1487,1,1,3,1,7,1,1949,1,220,0,140,4,2010,113000
241,20,75,9000,8,5,2008,2008,36,1566,1566,2,0,3,1,7,0,2008,2,750,144,168,4,2010,262500
242,30,40,3880,5,9,1945,1997,0,686,866,1,0,2,1,4,0,NA,0,0,58,42,8,2007,110500
243,50,63,5000,5,4,1900,1950,0,540,1440,1,0,3,1,6,0,1940,1,352,0,0,4,2006,79000
244,160,75,10762,6,6,1980,1980,0,626,1217,1,1,3,1,6,1,1980,1,288,0,28,4,2009,120000
245,60,NA,8880,7,5,1994,2002,0,948,2110,2,1,3,1,8,2,1994,2,463,0,130,5,2010,205000
246,20,80,10400,7,5,1988,1988,102,1845,1872,2,0,3,1,6,1,1988,2,604,197,39,6,2006,241500
247,190,69,9142,6,8,1910,1950,0,1020,1928,2,0,4,2,9,0,1910,1,440,0,60,4,2006,137000
248,20,75,11310,6,5,1954,1954,0,1367,1375,1,0,2,1,5,1,1954,2,451,0,30,6,2006,140000
249,60,72,11317,7,5,2003,2003,101,840,1668,2,1,3,1,8,0,2003,2,500,144,68,9,2007,180000
250,50,NA,159000,6,7,1958,2006,472,1444,2144,2,0,4,1,7,2,1958,2,389,0,98,6,2007,277000
251,30,55,5350,3,2,1940,1966,0,728,1306,1,0,3,1,6,0,NA,0,0,263,0,5,2010,76500
252,120,44,4750,8,5,2006,2007,481,1573,1625,2,0,2,1,5,1,2006,2,538,123,0,12,2007,235000
253,60,65,8366,6,5,2004,2004,0,798,1640,2,1,3,1,6,0,2004,2,520,138,45,12,2008,173000
254,80,85,9350,6,7,1964,1991,108,1302,1302,2,0,3,1,7,0,1964,1,309,333,0,10,2007,158000
255,20,70,8400,5,6,1957,1957,0,1314,1314,1,0,3,1,5,0,1957,1,294,250,0,6,2010,145000
256,60,66,8738,7,5,1999,1999,302,975,2291,2,1,4,1,8,1,1999,2,429,192,0,2,2006,230000
257,60,64,8791,6,5,2003,2003,0,864,1728,2,1,3,1,7,0,2003,2,673,216,56,5,2008,207500
258,20,68,8814,7,5,2006,2006,180,1604,1604,2,1,3,1,8,1,2006,2,660,123,110,3,2009,220000
259,60,80,12435,7,5,2001,2001,172,963,1792,2,1,3,1,7,1,2001,2,564,0,96,5,2008,231500
260,20,70,12702,5,5,1956,1956,0,0,882,1,0,2,1,4,0,1956,1,308,0,45,12,2008,97000
261,80,120,19296,6,5,1962,1962,399,1362,1382,1,0,3,1,6,1,1991,2,884,0,0,5,2009,176000
262,60,69,9588,8,5,2007,2007,270,1482,2574,2,1,3,1,10,1,2007,3,868,0,148,11,2007,276000
263,80,88,8471,6,7,1977,1995,46,506,1212,1,0,3,1,6,1,1978,2,492,292,12,7,2006,151000
264,50,50,5500,5,7,1929,2001,0,926,1316,1,0,3,1,6,0,1974,2,484,0,0,4,2010,130000
265,30,30,5232,5,5,1925,2004,0,680,764,1,0,2,1,4,0,1965,2,504,0,0,6,2008,73000
266,20,78,12090,6,6,1981,1981,210,1422,1422,2,0,3,1,7,1,1981,2,576,276,0,6,2008,175500
267,60,70,11207,6,5,1997,1997,0,802,1511,2,1,3,1,8,1,1997,2,413,95,75,6,2006,185000
268,75,60,8400,5,8,1939,1997,0,720,2192,2,1,4,1,8,1,1939,1,240,262,24,7,2008,179500
269,30,71,6900,5,6,1940,1955,0,740,778,1,0,2,1,4,1,1966,1,924,0,25,2,2008,120500
270,20,NA,7917,6,7,1976,1976,174,1143,1113,1,1,3,1,6,1,1987,1,504,370,30,5,2007,148000
271,60,84,10728,8,5,2006,2006,0,1095,1939,2,1,3,1,8,1,2006,3,1053,192,51,8,2006,266000
272,20,73,39104,7,7,1954,2005,0,1385,1363,1,0,2,1,5,2,1954,2,439,81,0,4,2008,241500
273,60,92,11764,8,7,1999,2007,348,1152,2270,2,1,4,1,9,1,1999,3,671,132,57,4,2010,290000
274,20,80,9600,6,6,1958,1988,183,1240,1632,2,0,3,1,6,1,1958,1,338,289,0,4,2009,139000
275,20,76,8314,5,7,1982,1982,0,816,816,1,0,2,1,5,0,1982,1,264,168,0,6,2007,124500
276,50,55,7264,7,7,1925,2007,0,952,1548,2,1,3,1,5,0,1978,2,672,74,0,10,2009,205000
277,20,129,9196,7,5,2003,2003,0,1560,1560,2,0,3,1,7,0,2003,2,573,100,150,4,2010,201000
278,20,140,19138,4,5,1951,1951,0,864,864,1,0,2,1,4,0,1951,2,400,0,0,6,2010,141000
279,20,107,14450,9,5,2006,2007,315,2121,2121,2,1,3,1,8,1,2007,3,732,124,98,5,2007,415298
280,60,83,10005,7,5,1977,1977,299,1160,2022,2,1,4,1,8,1,1977,2,505,288,117,3,2008,192000
281,60,82,11287,7,6,1989,1989,340,807,1982,2,1,3,1,7,1,1989,2,575,0,84,1,2007,228500
282,20,60,7200,6,5,2006,2006,68,1262,1262,2,0,2,1,5,0,2006,2,572,0,120,5,2006,185000
283,120,34,5063,7,5,2007,2008,166,1314,1314,2,0,2,1,6,1,2008,2,626,172,62,4,2009,207500
284,20,74,9612,8,5,2008,2009,72,1468,1468,2,0,3,1,6,1,2008,3,898,210,150,12,2009,244600
285,120,50,8012,6,5,1992,1992,0,1575,1575,2,0,2,1,5,0,1992,2,529,0,0,7,2007,179200
286,160,35,4251,7,5,2006,2007,0,625,1250,2,1,2,1,5,0,2006,2,528,0,54,6,2007,164700
287,50,77,9786,6,7,1962,1981,0,912,1734,1,1,3,1,7,1,1962,2,440,0,0,6,2006,159000
288,20,NA,8125,4,4,1971,1971,0,858,858,1,0,3,1,5,0,NA,0,0,0,0,6,2006,88000
289,20,NA,9819,5,5,1967,1967,31,882,900,1,0,3,1,5,0,1970,1,280,0,0,2,2010,122000
290,70,60,8730,6,7,1915,2003,0,698,1396,1,0,3,1,7,0,2003,1,384,0,0,7,2007,153575
291,60,120,15611,8,5,2006,2006,0,1079,1919,2,1,3,1,8,1,2006,2,685,0,51,7,2006,233230
292,190,55,5687,5,6,1912,2000,0,780,1716,2,0,6,1,9,0,NA,0,0,0,184,3,2008,135900
293,50,60,11409,5,4,1949,2008,0,768,1716,1,1,3,1,8,1,1949,1,281,0,0,1,2009,131000
294,60,NA,16659,7,7,1977,1994,34,795,2263,2,1,3,1,9,1,1977,2,539,0,250,3,2006,235000
295,20,80,9600,6,5,1953,1953,238,1416,1644,1,0,3,1,7,2,1953,2,418,110,0,10,2009,167000
296,80,37,7937,6,6,1984,1984,0,1003,1003,1,0,3,1,6,0,1984,2,588,120,0,3,2006,142500
297,50,75,13710,5,5,1950,1950,0,910,1558,1,1,4,1,6,0,1950,1,282,289,0,6,2007,152000
298,60,66,7399,7,5,1997,1998,1600,975,1950,2,1,3,1,7,1,1997,2,576,0,10,6,2007,239000
299,60,90,11700,6,6,1968,1968,365,702,1743,1,2,3,1,7,1,1968,2,539,224,0,6,2007,175000
300,20,80,14000,6,8,1950,2004,0,1092,1152,1,0,3,1,6,1,1950,1,300,0,36,8,2009,158500
301,190,90,15750,5,5,1953,1953,56,1165,1336,1,0,2,1,5,2,1953,1,375,0,0,6,2006,157000
302,60,66,16226,8,5,1998,1999,0,1028,2452,2,1,4,1,9,1,1998,2,683,208,50,5,2007,267000
303,20,118,13704,7,5,2001,2002,150,1541,1541,2,0,3,1,6,1,2001,3,843,468,81,1,2006,205000
304,20,70,9800,5,7,1972,1972,0,894,894,1,0,3,1,5,0,1975,2,552,256,0,7,2006,149900
305,75,87,18386,7,9,1880,2002,0,1470,3493,3,0,3,1,10,1,2003,3,870,302,0,5,2008,295000
306,20,80,10386,8,5,2004,2005,246,2000,2000,2,0,3,1,8,0,2004,3,888,168,0,7,2007,305900
307,60,116,13474,7,5,1990,1991,246,700,2243,2,1,4,1,8,1,1990,3,746,127,44,6,2007,225000
308,50,NA,7920,6,7,1920,1950,0,319,1406,1,0,3,1,6,0,NA,0,0,0,144,3,2008,89500
309,30,NA,12342,4,5,1940,1950,0,861,861,1,0,1,1,4,0,1961,2,539,158,0,3,2009,82500
310,20,90,12378,9,5,2003,2004,0,1896,1944,2,0,3,1,8,3,2003,3,708,208,175,11,2006,360000
311,60,NA,7685,6,5,1993,1994,112,697,1501,2,1,3,1,6,1,1993,2,420,190,63,5,2006,165600
312,20,50,8000,6,6,1948,2002,0,972,972,1,0,2,1,5,1,1948,1,240,0,0,5,2009,132000
313,190,65,7800,5,7,1939,1950,0,793,1118,1,0,3,1,5,1,1939,2,410,0,0,5,2006,119900
314,20,150,215245,7,5,1965,1965,0,2136,2036,2,0,3,1,8,2,1965,2,513,0,0,6,2009,375000
315,70,60,9600,7,7,1925,1990,0,728,1641,1,1,3,1,6,1,1925,2,546,0,0,8,2006,178000
316,60,71,7795,7,5,2004,2005,0,716,1432,2,1,3,1,6,1,2004,2,432,100,51,7,2009,188500
317,60,94,13005,7,7,1980,1980,278,845,2353,2,1,4,1,10,1,1983,2,484,288,195,8,2009,260000
318,60,75,9000,8,5,2006,2006,0,1088,1959,2,1,3,1,8,1,2006,3,1025,208,46,12,2007,270000
319,60,90,9900,7,5,1993,1993,256,1347,2646,2,1,4,1,9,1,1993,3,656,340,60,4,2009,260000
320,80,NA,14115,7,5,1980,1980,225,1372,1472,2,0,3,1,6,2,1980,2,588,233,48,6,2009,187500
321,60,111,16259,9,5,2006,2006,370,1249,2596,3,1,4,1,9,0,2006,3,840,240,154,9,2006,342643
322,60,99,12099,8,5,2004,2004,388,1136,2468,2,1,4,1,10,1,2004,3,872,184,154,6,2007,354000
323,60,86,10380,7,5,1986,1987,172,1502,2730,2,1,4,1,8,1,1987,2,576,201,96,8,2007,301000
324,20,49,5820,3,8,1955,2005,0,1162,1163,1,0,3,1,6,0,1955,1,220,142,98,7,2006,126175
325,80,96,11275,7,7,1967,2007,300,710,2978,2,1,5,1,11,1,1961,2,564,240,0,6,2010,242000
326,45,50,5000,5,6,1941,1950,0,720,803,1,0,2,1,5,0,1941,2,360,0,0,12,2007,87000
327,120,32,10846,8,5,1993,1993,0,1719,1719,1,1,1,1,6,2,1993,2,473,122,30,5,2008,324000
328,20,80,11600,6,5,1960,1960,175,1383,1383,1,1,3,1,7,0,1960,1,292,0,45,4,2006,145250
329,75,NA,11888,6,6,1916,1994,0,844,2134,2,0,5,1,10,0,1930,2,441,0,60,7,2009,214500
330,70,60,6402,5,5,1920,1950,0,596,1192,1,0,3,1,6,0,1920,1,189,0,0,7,2009,78000
331,90,NA,10624,5,4,1964,1964,84,1728,1728,2,0,6,2,10,0,2002,1,352,155,0,11,2007,119000
332,20,70,8176,5,6,1958,1992,0,1056,1056,1,0,3,1,6,0,1958,1,308,0,0,8,2007,139000
333,20,85,10655,8,5,2003,2004,296,3206,1629,2,0,3,1,7,1,2003,3,880,0,0,10,2009,284000
334,120,59,8198,7,5,2004,2004,146,1358,1358,2,0,2,1,6,1,2004,2,484,192,30,7,2008,207000
335,60,59,9042,6,5,1998,1998,0,943,1638,2,1,3,1,7,2,1998,2,472,100,38,7,2008,192000
336,190,NA,164660,5,6,1965,1965,0,1499,1786,2,0,3,1,7,2,1965,2,529,670,0,8,2008,228950
337,20,86,14157,9,5,2005,2006,200,1922,1922,2,0,3,1,8,1,2005,3,676,178,51,7,2007,377426
338,20,70,9135,7,5,2002,2003,113,1536,1536,2,0,3,1,7,0,2002,2,532,192,74,12,2008,214000
339,20,91,14145,7,7,1984,1998,0,1208,1621,2,0,3,1,8,0,1984,2,440,108,45,5,2006,202500
340,20,66,12400,6,7,1958,1998,176,1215,1215,1,0,3,1,6,0,1958,1,297,0,0,6,2009,155000
341,60,85,14191,8,5,2002,2002,0,967,1908,2,1,4,1,9,0,2002,2,431,135,0,4,2010,202900
342,20,60,8400,4,4,1950,1950,0,721,841,1,0,2,1,4,0,1950,1,294,250,0,9,2009,82000
343,90,NA,8544,3,4,1949,1950,340,0,1040,2,0,2,2,6,0,1949,2,400,0,0,5,2006,87500
344,120,63,8849,9,5,2005,2005,616,1684,1684,2,0,2,1,6,1,2005,2,564,495,72,7,2008,266000
345,160,36,2592,5,3,1976,1976,0,536,1112,1,1,3,1,4,0,1976,1,336,182,0,4,2010,85000
346,50,65,6435,6,5,1939,1950,0,972,1577,1,0,3,1,6,1,1939,1,312,0,0,10,2006,140200
347,20,NA,12772,6,8,1960,1998,0,958,958,1,0,2,1,5,0,1960,1,301,0,0,4,2007,151500
348,20,NA,17600,6,5,1960,1960,30,1478,1478,2,0,3,1,6,2,1960,2,498,0,40,12,2009,157500
349,160,36,2448,7,5,2003,2004,106,764,1626,2,1,2,1,6,0,2003,2,474,0,27,10,2008,154000
350,60,56,20431,9,5,2005,2006,870,1848,2728,2,1,4,1,10,2,2006,3,706,0,0,4,2006,437154
351,120,68,7820,9,5,2007,2007,362,1869,1869,2,0,2,1,6,1,2007,2,617,210,54,12,2007,318061
352,120,NA,5271,7,5,1986,1986,0,1453,1453,1,1,2,1,6,1,1986,2,445,0,80,12,2006,190000
353,50,60,9084,5,6,1941,1950,0,616,1111,1,0,3,1,5,0,1941,1,200,48,0,3,2008,95000
354,30,60,8520,6,8,1928,2003,0,624,720,1,0,2,1,5,0,2005,2,484,106,0,5,2010,105900
355,50,60,8400,6,5,1940,2000,0,940,1595,1,0,2,1,6,2,1940,1,240,0,0,6,2006,140000
356,20,105,11249,6,5,1995,1995,0,1200,1200,2,0,3,1,6,0,1995,2,521,0,26,8,2007,177500
357,20,NA,9248,6,6,1992,1992,106,1158,1167,2,0,3,1,6,0,1992,2,400,120,26,7,2009,173000
358,120,44,4224,5,5,1976,1976,0,1142,1142,1,1,3,1,6,1,1976,2,528,536,90,8,2007,134000
359,80,92,6930,5,4,1958,1958,120,1062,1352,1,0,3,1,6,0,1958,1,288,168,0,7,2006,130000
360,60,78,12011,8,5,1998,1998,530,1086,1924,2,1,3,1,7,1,1998,2,592,208,75,6,2006,280000
361,85,NA,7540,6,6,1978,1978,0,888,912,1,0,2,1,5,1,1978,2,470,0,0,6,2007,156000
362,50,NA,9144,5,5,1940,1982,0,883,1505,1,0,3,1,8,0,1940,1,240,0,0,7,2008,145000
363,85,64,7301,7,5,2003,2003,500,0,1922,3,0,4,1,7,1,2003,2,672,0,0,7,2009,198500
364,160,21,1680,6,8,1972,2007,510,483,987,1,1,2,1,5,0,1972,1,264,250,0,5,2009,118000
365,60,NA,18800,6,5,1976,1976,120,796,1574,2,1,3,1,6,1,1976,2,566,306,111,7,2006,190000
366,70,59,10690,5,7,1920,1997,0,672,1344,1,0,3,1,6,0,1964,1,468,0,128,7,2009,147000
367,20,NA,9500,6,5,1963,1963,247,1394,1394,1,1,3,1,6,2,1963,2,514,0,76,7,2009,159000
368,80,101,9150,6,5,1962,1962,305,1099,1431,1,0,3,1,6,1,1962,1,296,64,110,12,2008,165000
369,20,78,7800,5,6,1954,1954,200,1268,1268,1,0,2,1,7,1,1954,1,244,0,98,3,2010,132000
370,20,NA,9830,5,7,1959,2006,0,1063,1287,1,0,3,1,7,1,1997,2,576,364,17,3,2010,162000
371,60,NA,8121,6,5,2000,2000,0,953,1664,2,1,3,1,7,1,2000,2,460,100,40,1,2006,172400
372,50,80,17120,4,4,1959,1959,0,0,1588,2,0,4,1,7,1,1991,2,680,0,59,7,2008,134432
373,120,50,7175,6,5,1984,1984,0,744,752,1,0,2,1,4,0,1984,1,264,353,0,2,2010,125000
374,20,79,10634,5,6,1953,1953,0,608,1319,1,0,3,1,5,0,1953,1,270,66,0,11,2009,123000
375,60,65,8200,7,5,2003,2004,0,847,1928,2,1,4,1,8,1,2003,2,434,100,48,7,2007,219500
376,30,NA,10020,1,1,1922,1950,0,683,904,0,1,1,1,4,0,NA,0,0,0,0,3,2009,61000
377,85,57,8846,5,5,1996,1996,0,870,914,1,0,2,1,5,0,1998,2,576,0,0,7,2006,148000
378,60,102,11143,8,5,2004,2005,0,1580,2466,3,0,4,1,8,1,2004,2,610,159,214,12,2007,340000
379,20,88,11394,9,2,2010,2010,350,1856,1856,1,1,1,1,8,1,2010,3,834,113,0,6,2010,394432
380,60,60,8123,6,5,2000,2000,16,982,1800,2,1,3,1,7,1,2000,2,463,100,63,6,2009,179000
381,50,50,5000,5,6,1924,1950,0,1026,1691,2,0,3,1,6,1,1924,1,308,0,0,5,2010,127000
382,20,60,7200,7,5,2006,2006,0,1293,1301,2,0,2,1,5,1,2006,2,572,216,121,8,2006,187750
383,60,79,9245,7,5,2006,2006,0,939,1797,2,1,3,1,8,0,2006,2,639,144,53,4,2007,213500
384,45,60,9000,6,3,1928,1950,0,784,784,1,0,2,1,5,0,1950,2,360,0,0,10,2009,76000
385,60,NA,53107,6,5,1992,1992,0,1580,1953,2,1,3,1,9,2,1992,2,501,216,231,6,2007,240000
386,120,43,3182,8,5,2004,2005,16,1256,1269,2,0,2,1,6,1,2004,2,430,146,20,4,2010,192000
387,50,58,8410,5,3,1910,1996,0,658,1184,1,0,5,1,8,0,NA,0,0,0,151,5,2006,81000
388,80,72,7200,6,6,1976,1976,255,1041,1125,1,0,3,1,6,1,1977,1,352,296,0,10,2009,125000
389,20,93,9382,7,5,1999,2000,125,1468,1479,2,0,3,1,6,0,1999,2,577,120,25,7,2008,191000
390,60,96,12474,10,5,2007,2008,272,1682,2332,2,1,3,1,9,1,2008,3,846,196,134,8,2008,426000
391,50,50,8405,5,8,1900,1950,0,861,1367,1,0,4,1,7,0,1978,1,384,0,130,4,2008,119000
392,60,71,12209,6,5,2001,2002,0,804,1961,2,1,3,1,7,1,2001,2,560,125,192,6,2009,215000
393,20,NA,8339,5,7,1959,1959,0,0,882,1,0,3,1,5,0,1959,1,294,0,0,7,2007,106500
394,30,NA,7446,4,5,1941,1950,0,788,788,1,0,2,1,4,2,NA,0,0,0,0,4,2006,100000
395,50,60,10134,5,6,1940,1950,0,735,1034,1,0,2,1,5,0,1940,1,240,0,39,7,2007,109000
396,20,68,9571,5,6,1956,1956,0,1144,1144,1,0,3,1,6,0,1956,1,596,44,0,6,2010,129000
397,20,60,7200,5,5,1972,1972,0,894,894,1,0,2,1,6,0,1985,2,600,215,0,9,2009,123000
398,60,69,7590,5,5,1962,1962,288,864,1812,2,0,4,1,8,1,1962,1,264,0,168,7,2007,169500
399,30,60,8967,5,2,1920,1950,0,961,1077,1,0,2,1,6,0,1920,1,338,0,0,11,2007,67000
400,60,65,8125,7,5,2006,2007,100,1092,1550,2,0,2,1,7,0,2007,2,438,0,168,10,2009,241000
401,120,38,14963,8,5,1996,1996,0,1260,1288,1,1,1,1,4,2,1996,2,500,120,30,12,2008,245500
402,20,65,8767,7,5,2005,2005,0,1310,1310,2,0,3,1,6,1,2005,2,400,0,0,7,2006,164990
403,30,60,10200,5,8,1940,1997,0,672,672,1,0,2,1,4,0,1940,1,240,168,0,8,2008,108000
404,60,93,12090,8,5,1998,1998,650,1141,2263,2,1,4,1,10,1,1998,2,420,144,123,7,2006,258000
405,60,NA,10364,6,5,1995,1996,0,806,1572,2,1,3,1,7,1,1995,2,373,0,40,5,2007,168000
406,20,NA,9991,4,4,1976,1993,0,1281,1620,2,0,3,1,8,1,1993,2,490,120,78,6,2009,150000
407,50,51,10480,6,5,1936,1950,0,1064,1639,1,0,3,1,6,0,1936,1,240,0,0,3,2008,115000
408,70,63,15576,6,7,1915,1976,0,840,1680,2,0,4,1,8,0,1960,1,308,0,0,3,2008,177000
409,60,109,14154,7,5,2006,2006,350,1063,2172,2,1,3,1,9,1,2006,3,947,192,62,8,2007,280000
410,60,85,10800,8,5,2007,2008,100,1034,2078,2,1,3,1,8,1,2008,3,836,0,102,4,2008,339750
411,20,68,9571,5,3,1958,1958,0,1276,1276,1,0,3,1,5,0,1958,1,350,0,0,6,2009,60000
412,190,100,34650,5,5,1955,1955,0,1056,1056,1,0,3,1,5,0,1955,2,572,264,0,1,2006,145000
413,20,NA,4403,7,5,2009,2009,432,1470,1478,2,1,2,1,7,1,2009,2,484,0,144,6,2010,222000
414,30,56,8960,5,6,1927,1950,0,1008,1028,1,0,2,1,5,1,1927,2,360,0,0,3,2010,115000
415,60,59,11228,7,5,1993,1993,0,1080,2097,2,1,3,1,9,1,1993,3,678,196,187,12,2008,228000
416,20,73,8899,7,5,2007,2007,0,1340,1340,2,0,3,1,6,0,2007,2,396,100,30,8,2007,181134
417,60,74,7844,6,7,1978,1978,203,672,1400,1,1,3,1,6,1,1978,2,440,0,0,3,2006,149500
418,70,86,22420,6,6,1918,1950,0,1370,2624,2,1,4,1,10,1,1918,3,864,0,0,11,2007,239000
419,50,60,8160,5,6,1940,1950,0,756,1134,1,1,3,1,7,0,1940,1,240,0,0,4,2007,126000
420,20,65,8450,5,6,1968,1968,0,1056,1056,1,0,3,1,6,1,1968,1,304,0,85,7,2010,142000
421,90,78,7060,7,5,1997,1998,200,1344,1344,2,0,2,2,8,0,1997,4,784,0,0,11,2008,206300
422,20,NA,16635,6,7,1977,2000,126,1602,1602,2,0,3,1,8,1,1977,2,529,240,0,6,2009,215000
423,20,100,21750,5,5,1954,1954,0,988,988,1,0,2,1,4,0,1954,2,520,0,0,2,2008,113000
424,60,80,9200,8,5,1998,1998,473,1470,2630,2,1,4,1,8,1,1998,3,696,0,66,6,2008,315000
425,20,72,9000,6,5,1956,1956,74,1196,1196,1,0,2,1,6,1,1956,1,297,0,44,5,2008,139000
426,60,60,3378,7,8,1946,1992,0,651,1389,1,1,3,1,6,2,1947,1,240,0,0,9,2009,135000
427,80,NA,12800,7,5,1989,1989,145,1518,1644,2,0,2,1,5,1,1989,2,569,80,0,8,2009,275000
428,20,77,8593,4,6,1957,1957,0,907,907,1,0,3,1,5,0,1964,1,352,0,0,7,2008,109008
429,20,64,6762,7,5,2007,2007,108,1208,1208,2,0,2,1,6,0,2007,2,628,105,54,9,2007,195400
430,20,130,11457,6,5,1988,1988,0,1392,1412,2,0,3,1,6,1,1988,2,576,0,0,3,2009,175000
431,160,21,1680,6,5,1971,1971,232,483,987,1,1,2,1,4,0,1971,1,264,0,0,7,2008,85400
432,50,60,5586,6,7,1920,1998,0,901,1198,1,0,4,1,7,0,NA,0,0,0,98,9,2008,79900
433,160,24,1920,5,5,1971,1971,376,765,1365,1,1,2,1,6,0,1971,2,440,240,36,8,2007,122500
434,60,100,10839,6,5,1997,1998,0,926,1604,2,1,3,1,7,1,1997,2,470,0,36,7,2008,181000
435,180,21,1890,4,7,1972,1972,0,630,630,1,0,1,1,3,0,NA,0,0,88,0,6,2008,81000
436,60,43,10667,7,6,1996,1996,0,799,1661,2,1,3,1,6,1,1996,2,550,158,61,4,2009,212000
437,50,40,4400,6,8,1920,1950,0,648,1118,1,0,2,1,6,0,1990,2,440,0,0,10,2006,116000
438,45,50,6000,6,7,1926,2004,0,884,904,1,0,2,1,4,0,1926,1,180,0,0,1,2009,119000
439,30,40,4280,5,6,1913,2002,0,440,694,1,0,2,1,4,1,1990,1,352,0,0,3,2007,90350
440,50,67,12354,6,8,1920,2000,0,684,1196,1,0,3,1,7,0,2005,2,528,0,46,8,2009,110000
441,20,105,15431,10,5,2008,2008,200,3094,2402,2,0,2,1,10,2,2008,3,672,0,72,4,2009,555000
442,90,92,12108,4,4,1955,1955,270,1440,1440,2,0,4,2,8,0,NA,0,0,0,0,9,2008,118000
443,50,52,6240,5,7,1930,1992,0,1078,1573,2,0,3,1,8,1,1930,2,360,0,0,6,2008,162900
444,120,53,3922,7,5,2006,2007,72,1258,1258,2,0,2,1,6,1,2007,3,648,144,16,6,2007,172500
445,60,70,8750,7,5,1994,1995,0,915,1908,2,1,4,1,8,1,1994,2,493,144,133,7,2008,210000
446,20,73,9855,6,5,1956,1956,0,1436,1689,1,0,3,1,7,1,1956,2,480,0,0,11,2009,127500
447,20,137,16492,6,6,1966,2002,0,1517,1888,2,1,2,1,6,1,1966,2,578,0,0,6,2010,190000
448,60,NA,11214,7,5,1998,1999,0,930,1886,2,1,4,1,10,1,1998,2,431,89,0,7,2006,199900
449,50,50,8600,6,6,1937,1950,0,780,1376,2,0,3,1,7,1,1937,1,198,0,0,6,2006,119500
450,50,50,6000,3,7,1948,2002,0,649,1183,1,1,2,1,6,0,1981,1,308,0,176,6,2007,120000
451,30,70,5684,6,8,1930,2005,0,813,813,1,0,2,1,5,0,1932,1,270,0,113,6,2006,110000
452,20,62,70761,7,5,1975,1975,0,1533,1533,2,0,2,1,5,2,1975,2,576,200,54,12,2006,280000
453,60,NA,9303,6,5,1996,1997,42,872,1756,2,1,3,1,7,0,1996,2,422,144,122,7,2007,204000
454,60,75,9000,8,5,2008,2008,0,768,1590,2,1,3,1,6,0,2008,2,676,0,30,6,2009,210000
455,90,63,9297,5,5,1976,1976,0,1728,1728,2,0,4,2,8,0,1976,2,560,0,0,7,2006,188000
456,20,80,9600,7,6,1973,1973,320,1242,1242,1,1,3,1,6,1,1973,2,528,0,0,9,2007,175500
457,70,34,4571,5,5,1916,1950,0,624,1344,1,0,4,1,7,0,1916,3,513,0,0,5,2008,98000
458,20,NA,53227,4,6,1954,1994,0,1364,1663,1,0,2,1,6,2,1954,2,529,224,137,3,2008,256000
459,70,NA,5100,8,7,1925,1996,0,588,1666,1,0,3,1,7,1,1925,1,228,192,63,6,2008,161000
460,50,NA,7015,5,4,1950,1950,161,709,1203,1,0,3,1,5,1,1950,1,352,0,0,7,2009,110000
461,60,75,8004,8,5,2009,2009,110,832,1935,2,1,3,1,8,0,2009,2,552,0,150,12,2009,263435
462,70,60,7200,7,9,1936,2007,0,560,1135,1,0,3,1,6,0,1971,2,576,256,0,4,2009,155000
463,20,60,8281,5,5,1965,1965,0,864,864,1,0,3,1,5,1,1965,1,360,0,0,12,2009,62383
464,70,74,11988,6,7,1934,1995,0,715,1660,1,1,3,1,6,1,1939,1,240,0,0,8,2008,188700
465,20,60,8430,5,5,1978,1978,136,1040,1040,2,0,3,1,5,0,NA,0,0,0,0,8,2009,124000
466,120,NA,3072,7,5,2004,2004,18,1375,1414,2,0,2,1,6,1,2004,2,398,144,20,5,2006,178740
467,20,85,10628,7,5,1970,1970,0,1277,1277,1,0,2,1,5,1,1970,2,526,0,0,4,2007,167000
468,70,79,9480,5,7,1942,1995,224,728,1644,1,1,3,1,7,2,1942,1,312,168,0,6,2007,146500
469,20,98,11428,8,5,2006,2006,248,1626,1634,2,0,3,1,7,1,2006,3,866,0,44,5,2007,250000
470,60,76,9291,6,5,1993,1993,120,832,1710,2,1,3,1,7,0,1993,2,506,144,70,6,2008,187000
471,120,NA,6820,8,5,1985,1985,0,1488,1502,1,1,1,1,4,0,1985,2,528,0,54,6,2010,212000
472,60,92,11952,7,6,1977,1977,0,808,1969,2,1,3,1,8,1,1977,2,534,0,0,11,2007,190000
473,180,35,3675,6,5,2005,2005,80,547,1072,1,0,2,1,5,0,2005,2,525,0,28,6,2008,148000
474,20,110,14977,8,5,2006,2007,304,1976,1976,2,0,2,1,7,1,2006,3,908,250,63,7,2007,440000
475,120,41,5330,8,5,2000,2000,0,1494,1652,2,0,2,1,6,0,2000,2,499,96,48,8,2007,251000
476,20,80,8480,5,6,1963,1963,0,970,970,1,0,2,1,5,0,1996,2,624,0,24,7,2007,132500
